"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Nathan Legare","RW","BAC","17.676","56","39","19","15","58","73","228","17.11","0.7","0.34","0.27","1.04","1.3","4.07","18.29","0.33","1048.16","18.72","2.23","1.09","0.86","3.32","4.18","13.05","1.05","18.39","17.7","63.86","47.36","19.12","74.63","100","34","12","33","36.36","6","27","22.22","21","168","12.5","123","270","45.56"
"","Joel Teasdale","LW","BLB/ROU","19.516","55","34","23","8","57","65","218","15.6","0.62","0.42","0.15","1.04","1.18","3.96","32.21","0.59","1134.39","20.63","1.8","1.22","0.42","3.01","3.44","11.53","1.7","19.37","18.26","53.24","54.44","14.99","63.97","87","49","11","53","20.75","13","43","30.23","10","122","8.2","111","213","52.11"
"","Jakob Pelletier","LW","MON","17.525","54","33","22","21","55","76","188","17.55","0.61","0.41","0.39","1.02","1.41","3.48","29.42","0.54","1098.24","20.34","1.8","1.2","1.15","3.0","4.15","10.27","1.61","20.09","18.13","57.68","48.44","21.19","66.89","101","50","18","62","29.03","4","39","10.26","11","87","12.64","26","53","49.06"
"","Rafael Harvey-Pinard","LW","ROU","19.691","57","32","22","18","54","72","230","13.91","0.56","0.39","0.32","0.95","1.26","4.04","27.7","0.49","1085.44","19.04","1.77","1.22","0.99","2.98","3.98","12.71","1.53","19.03","17.89","69.63","49.44","0.81","69.53","89","39","12","52","23.08","13","45","28.89","7","133","5.26","5","12","41.67"
"","Alex Beaucage","LW","ROU","17.142","57","34","20","14","54","68","196","17.35","0.6","0.35","0.25","0.95","1.19","3.44","18.99","0.33","1076.48","18.89","1.9","1.11","0.78","3.01","3.79","10.92","1.06","19.43","17.83","69.17","47.47","17.65","80.15","105","26","10","33","30.3","11","31","35.48","13","132","9.85","0","6","0.0"
"","Mitchell Balmas","RW","CAP","20.493","52","36","17","12","53","65","194","18.56","0.69","0.33","0.23","1.02","1.25","3.73","22.26","0.43","1064.86","20.48","2.03","0.96","0.68","2.99","3.66","10.93","1.25","18.35","17.87","57.71","49.67","17.42","66.67","88","44","7","27","25.93","8","35","22.86","21","132","15.91","354","669","52.91"
"","Yaroslav Alexeyev","LW","BAC","19.661","56","32","19","14","51","65","128","25.0","0.57","0.34","0.25","0.91","1.16","2.29","15.84","0.28","974.32","17.4","1.97","1.17","0.86","3.14","4.0","7.88","0.98","18.52","17.52","62.55","47.09","14.23","71.43","95","38","13","28","46.43","9","28","32.14","10","72","13.89","4","11","36.36"
"","Felix Lauzon","C","DRU","20.378","56","25","25","19","50","69","153","16.34","0.45","0.45","0.34","0.89","1.23","2.73","18.41","0.33","924.31","16.51","1.62","1.62","1.23","3.25","4.48","9.93","1.2","17.7","17.63","66.55","46.33","11.44","74.19","92","32","11","32","34.38","10","39","25.64","4","82","4.88","524","826","63.44"
"","Antoine Morand","C","HAL","19.573","55","21","28","18","49","67","130","16.15","0.38","0.51","0.33","0.89","1.22","2.36","14.78","0.27","980.01","17.82","1.29","1.71","1.1","3.0","4.1","7.96","0.9","19.13","17.73","67.24","48.46","18.53","77.6","97","28","6","33","18.18","7","20","35.0","8","77","10.39","312","577","54.07"
"","Raphael Lavoie","RW","HAL","17.972","55","29","20","16","49","65","187","15.51","0.53","0.36","0.29","0.89","1.18","3.4","21.24","0.39","1012.23","18.4","1.72","1.19","0.95","2.9","3.85","11.08","1.26","18.89","17.63","67.4","49.06","13.59","75.0","93","31","6","35","17.14","10","39","25.64","13","113","11.5","40","86","46.51"
"","Gabriel Fortier","C","BAC","18.607","56","27","21","19","48","67","168","16.07","0.48","0.38","0.34","0.86","1.2","3.0","17.86","0.32","1068.19","19.07","1.52","1.18","1.07","2.7","3.76","9.44","1.0","18.56","17.8","64.88","47.52","15.42","71.52","108","43","14","42","33.33","2","17","11.76","11","109","10.09","402","779","51.6"
"","Samuel Poulin","LW","SHE","17.553","55","23","22","12","45","57","199","11.56","0.42","0.4","0.22","0.82","1.04","3.62","20.65","0.38","1043.73","18.98","1.32","1.26","0.69","2.59","3.28","11.44","1.19","17.77","18.01","51.83","49.57","9.37","56.93","78","59","3","18","16.67","4","41","9.76","16","140","11.43","7","18","38.89"
"","Dawson Mercer","RW","DRU","16.885","56","28","17","10","45","55","172","16.28","0.5","0.3","0.18","0.8","0.98","3.07","16.79","0.3","919.63","16.42","1.83","1.11","0.65","2.94","3.59","11.22","1.1","18.08","17.58","67.06","46.97","7.4","71.43","85","34","10","41","24.39","11","34","32.35","7","97","7.22","219","462","47.4"
"","Alexander Khovanov","C","MON","18.426","53","23","20","18","43","61","151","15.23","0.43","0.38","0.34","0.81","1.15","2.85","17.59","0.33","970.24","18.31","1.42","1.24","1.11","2.66","3.77","9.34","1.09","19.54","17.98","56.56","48.17","17.27","64.62","84","46","6","22","27.27","7","28","25.0","10","101","9.9","303","660","45.91"
"","Arnaud Durandeau","LW","HAL","19.669","57","27","16","10","43","53","163","16.56","0.47","0.28","0.18","0.75","0.93","2.86","21.63","0.38","978.96","17.17","1.65","0.98","0.61","2.64","3.25","9.99","1.33","18.69","17.71","67.96","47.94","10.1","72.17","83","32","6","33","18.18","12","41","29.27","9","89","10.11","5","21","23.81"
"","Benoit-Olivier Groulx","C","HAL","18.607","54","25","17","16","42","58","144","17.36","0.46","0.31","0.3","0.78","1.07","2.67","16.21","0.3","940.11","17.41","1.6","1.08","1.02","2.68","3.7","9.19","1.03","18.37","17.66","67.18","47.49","8.71","71.93","82","32","5","22","22.73","9","26","34.62","11","96","11.46","445","835","53.29"
"","Felix Bibeau","C","ROU","19.461","53","22","20","14","42","56","191","11.52","0.42","0.38","0.26","0.79","1.06","3.6","18.26","0.34","1030.84","19.45","1.28","1.16","0.81","2.44","3.26","11.12","1.06","19.4","18.01","68.84","49.56","3.83","71.65","91","36","4","27","14.81","8","31","25.81","10","133","7.52","683","1234","55.35"
"","Alex-Olivier Voyer","RW","SHE","19.434","56","26","16","9","42","51","180","14.44","0.46","0.29","0.16","0.75","0.91","3.21","20.95","0.37","1060.19","18.93","1.47","0.91","0.51","2.38","2.89","10.19","1.19","17.86","18.12","52.06","50.91","5.05","54.23","77","65","9","28","32.14","7","40","17.5","10","112","8.93","237","428","55.37"
"","Nikita Alexandrov","C","CHA","17.996","52","25","16","12","41","53","163","15.34","0.48","0.31","0.23","0.79","1.02","3.13","22.21","0.43","971.48","18.68","1.54","0.99","0.74","2.53","3.27","10.07","1.37","18.75","17.94","55.52","48.72","12.95","60.17","71","47","14","48","29.17","6","42","14.29","5","73","6.85","315","734","42.92"
"","Benjamin Tardif","LW","SHE","18.642","56","17","24","9","41","50","155","10.97","0.3","0.43","0.16","0.73","0.89","2.77","14.1","0.25","952.17","17.0","1.07","1.51","0.57","2.58","3.15","9.77","0.89","17.77","18.0","52.64","51.11","-0.27","50.85","60","58","1","19","5.26","3","26","11.54","13","110","11.82","17","46","36.96"
"","Jordan Martel","RW","BAC","20.556","50","22","19","9","41","50","206","10.68","0.44","0.38","0.18","0.82","1.0","4.12","20.03","0.4","840.69","16.81","1.57","1.36","0.64","2.93","3.57","14.7","1.43","17.37","17.32","59.05","47.74","10.18","68.48","63","29","3","21","14.29","7","36","19.44","12","149","8.05","3","11","27.27"
"","Egor Sokolov","LW","CAP","18.273","56","26","15","8","41","49","156","16.67","0.46","0.27","0.14","0.73","0.88","2.79","23.94","0.43","1006.76","17.98","1.55","0.89","0.48","2.44","2.92","9.3","1.43","18.64","17.74","57.82","48.58","13.78","66.1","78","40","10","48","20.83","11","42","26.19","5","66","7.58","3","8","37.5"
"","Mika Cyr","C","MON","19.174","57","22","18","18","40","58","136","16.18","0.39","0.32","0.32","0.7","1.02","2.39","18.33","0.32","1056.96","18.54","1.25","1.02","1.02","2.27","3.29","7.72","1.04","20.14","18.01","57.26","49.5","13.97","62.76","91","54","10","35","28.57","7","29","24.14","5","72","6.94","564","1017","55.46"
"","Mathias Laferriere","C","CAP","18.218","56","23","17","18","40","58","146","15.75","0.41","0.3","0.32","0.71","1.04","2.61","13.52","0.24","1019.7","18.21","1.35","1.0","1.06","2.35","3.41","8.59","0.8","18.46","17.76","57.49","48.44","13.69","65.85","81","42","5","21","23.81","3","18","16.67","15","107","14.02","352","736","47.83"
"","Dmitry Zavgorodniy","LW","RIM","18.095","57","25","15","17","40","57","169","14.79","0.44","0.26","0.3","0.7","1.0","2.96","18.2","0.32","1039.63","18.24","1.44","0.87","0.98","2.31","3.29","9.75","1.05","18.99","18.12","64.65","49.24","15.95","72.36","89","34","9","27","33.33","5","28","17.86","11","114","9.65","10","26","38.46"
"","Julien Tessier","C","VDO","20.458","50","20","20","11","40","51","137","14.6","0.4","0.4","0.22","0.8","1.02","2.74","13.27","0.27","951.98","19.04","1.26","1.26","0.69","2.52","3.21","8.63","0.84","19.01","18.02","42.1","51.74","24.04","55.2","69","56","6","19","31.58","5","17","29.41","9","101","8.91","521","974","53.49"
"","Olivier Garneau","LW","RIM","20.154","54","32","8","11","40","51","143","22.38","0.59","0.15","0.2","0.74","0.94","2.65","18.84","0.35","996.13","18.45","1.93","0.48","0.66","2.41","3.07","8.61","1.13","19.9","17.97","67.29","48.27","16.27","71.77","89","35","15","44","34.09","8","26","30.77","9","73","12.33","36","95","37.89"
"","Charle-Edouard D'Astous","D","RIM","20.403","53","14","24","25","38","63","205","6.83","0.26","0.45","0.47","0.72","1.19","3.87","10.06","0.19","1440.66","27.18","0.58","1.0","1.04","1.58","2.62","8.54","0.42","17.71","18.01","66.78","49.79","4.97","64.46","107","59","1","4","25.0","3","15","20.0","10","186","5.38","1","1","100.0"
"","Egor Serdyuk","RW","VIC","17.284","52","22","16","15","38","53","128","17.19","0.42","0.31","0.29","0.73","1.02","2.46","11.87","0.23","961.29","18.49","1.37","1.0","0.94","2.37","3.31","7.99","0.74","18.58","18.34","50.97","52.55","32.21","67.96","70","33","5","17","29.41","5","26","19.23","12","85","14.12","2","18","11.11"
"","Philipp Kurashev","C","QUE","18.927","47","21","17","10","38","48","179","11.73","0.45","0.36","0.21","0.81","1.02","3.81","14.84","0.32","1022.75","21.76","1.23","1.0","0.59","2.23","2.82","10.5","0.87","19.14","18.09","50.01","51.84","19.66","57.76","67","49","6","24","25.0","4","24","16.67","11","131","8.4","482","909","53.03"
"","Jared McIsaac","D","HAL","18.47","42","14","23","15","37","52","135","10.37","0.33","0.55","0.36","0.88","1.24","3.21","6.53","0.16","1052.3","25.05","0.8","1.31","0.86","2.11","2.96","7.7","0.37","17.43","17.78","67.99","48.35","1.27","67.94","89","42","0","1","0.0","1","7","14.29","13","127","10.24","0","0","0.0"
"","Jan Drozg","LW","SHA","19.458","48","15","21","10","36","46","140","10.71","0.31","0.44","0.21","0.75","0.96","2.92","16.69","0.35","930.37","19.38","0.97","1.35","0.64","2.32","2.97","9.03","1.08","17.36","18.08","38.64","51.43","16.9","47.33","62","69","3","17","17.65","6","28","21.43","6","95","6.32","19","39","48.72"
"","Felix Robert","C","SHE","19.146","50","21","15","10","36","46","116","18.1","0.42","0.3","0.2","0.72","0.92","2.32","14.6","0.29","853.99","17.08","1.48","1.05","0.7","2.53","3.23","8.15","1.03","17.9","17.77","52.35","48.97","7.48","56.64","64","49","7","23","30.43","6","36","16.67","8","57","14.04","532","980","54.29"
"","Simon Lafrance","C","VIC","19.926","50","24","11","13","35","48","169","14.2","0.48","0.22","0.26","0.7","0.96","3.38","13.95","0.28","1079.01","21.58","1.33","0.61","0.72","1.95","2.67","9.4","0.78","17.94","18.17","47.77","54.19","11.23","50.39","64","63","4","16","25.0","6","23","26.09","14","130","10.77","244","571","42.73"
"","Vladislav Kotkov","RW","CHI","18.686","53","24","10","12","34","46","143","16.78","0.45","0.19","0.23","0.64","0.87","2.7","15.6","0.29","928.94","17.53","1.55","0.65","0.78","2.2","2.97","9.24","1.01","17.71","17.49","52.93","49.51","30.06","72.04","67","26","12","23","52.17","7","22","31.82","5","98","5.1","4","15","26.67"
"","Leon Gawanke","D","CAP","19.294","50","13","21","10","34","44","154","8.44","0.26","0.42","0.2","0.68","0.88","3.08","7.0","0.14","1181.24","23.62","0.66","1.07","0.51","1.73","2.23","7.82","0.36","17.32","17.81","58.13","50.81","6.21","60.47","78","51","1","2","50.0","0","6","0.0","12","146","8.22","1","1","100.0"
"","Patrik Hrehorcak","LW","ROU","19.497","51","22","12","5","34","39","160","13.75","0.43","0.24","0.1","0.67","0.76","3.14","16.68","0.33","766.3","15.03","1.72","0.94","0.39","2.66","3.05","12.53","1.31","17.88","17.42","68.47","51.32","9.07","76.0","57","18","11","29","37.93","5","27","18.52","6","104","5.77","4","13","30.77"
"","Samuel L'Italien","C","BAC","20.425","56","12","21","18","33","51","118","10.17","0.21","0.38","0.32","0.59","0.91","2.11","13.95","0.25","1033.1","18.45","0.7","1.22","1.05","1.92","2.96","6.85","0.81","18.19","17.79","62.51","48.97","-2.75","60.26","91","60","4","23","17.39","3","26","11.54","5","69","7.25","769","1293","59.47"
"","Keith Getson","C","CHA/HAL","20.466","57","21","12","13","33","46","155","13.55","0.37","0.21","0.23","0.58","0.81","2.72","20.02","0.35","1015.0","17.81","1.24","0.71","0.77","1.95","2.72","9.16","1.18","18.26","18.03","59.66","49.84","-7.5","53.44","70","61","9","42","21.43","6","31","19.35","6","82","7.32","623","1103","56.48"
"","Xavier Simoneau","C","DRU","17.325","43","16","16","15","32","47","91","17.58","0.37","0.37","0.35","0.74","1.09","2.12","10.62","0.25","689.76","16.04","1.39","1.39","1.3","2.78","4.09","7.92","0.92","18.16","17.8","66.28","49.43","2.51","69.47","66","29","4","13","30.77","3","24","12.5","9","54","16.67","235","436","53.9"
"","Oliver Okuliar","LW","SHE","18.311","55","14","18","10","32","42","133","10.53","0.25","0.33","0.18","0.58","0.76","2.42","13.41","0.24","837.87","15.23","1.0","1.29","0.72","2.29","3.01","9.52","0.96","17.46","17.71","51.03","50.65","17.17","64.52","60","33","6","24","25.0","2","25","8.0","6","84","7.14","258","526","49.05"
"","Giordano Finoro","C","GAT","20.332","54","20","12","7","32","39","127","15.75","0.37","0.22","0.13","0.59","0.72","2.35","17.92","0.33","1042.52","19.31","1.15","0.69","0.4","1.84","2.24","7.31","1.03","18.8","17.91","48.02","53.51","7.5","50.77","66","64","6","24","25.0","3","22","13.64","11","81","13.58","525","926","56.7"
"","Felix Boivin","D","VDO","20.515","56","9","22","18","31","49","164","5.49","0.16","0.39","0.32","0.55","0.88","2.93","6.36","0.11","1420.32","25.36","0.38","0.93","0.76","1.31","2.07","6.93","0.27","17.18","17.89","41.27","53.43","7.82","42.94","76","101","2","4","50.0","0","1","0.0","7","159","4.4","0","0","0.0"
"","Justin Bergeron","D","ROU","18.002","54","12","19","17","31","48","182","6.59","0.22","0.35","0.31","0.57","0.89","3.37","11.76","0.22","1196.14","22.15","0.6","0.95","0.85","1.56","2.41","9.13","0.59","17.91","17.85","70.09","49.23","8.82","74.4","93","32","4","14","28.57","2","21","9.52","6","147","4.08","0","0","0.0"
"","Brandon Skubel","RW","DRU","18.955","56","10","21","13","31","44","104","9.62","0.18","0.38","0.23","0.55","0.79","1.86","9.13","0.16","888.67","15.87","0.68","1.42","0.88","2.09","2.97","7.02","0.62","18.83","17.59","66.03","48.77","-14.13","56.1","69","54","4","21","19.05","3","14","21.43","3","69","4.35","16","47","34.04"
"","Alexander Katerinakis","RW","BLB","20.392","55","21","10","12","31","43","178","11.8","0.38","0.18","0.22","0.56","0.78","3.24","17.4","0.32","1074.59","19.54","1.17","0.56","0.67","1.73","2.4","9.94","0.97","18.22","18.32","44.17","55.25","1.61","41.79","56","78","6","23","26.09","4","34","11.76","11","121","9.09","103","231","44.59"
"","Mavrick Bourque","C","SHA","16.685","52","17","14","9","31","40","114","14.91","0.33","0.27","0.17","0.6","0.77","2.19","10.43","0.2","880.88","16.94","1.16","0.95","0.61","2.11","2.72","7.76","0.71","17.68","17.89","38.36","50.94","23.18","52.17","60","55","6","21","28.57","2","20","10.0","9","73","12.33","329","728","45.19"
"","Nicolas Ouellet","RW","VDO","19.683","44","19","12","7","31","38","139","13.67","0.43","0.27","0.16","0.7","0.86","3.16","15.53","0.35","821.35","18.67","1.39","0.88","0.51","2.26","2.78","10.15","1.13","18.99","18.13","40.45","51.63","18.89","51.89","55","51","10","33","30.3","6","15","40.0","3","91","3.3","10","33","30.3"
"","Vincent Marleau","C","ROU","19.198","57","16","15","7","31","38","130","12.31","0.28","0.26","0.12","0.54","0.67","2.28","11.68","0.2","851.31","14.94","1.13","1.06","0.49","2.18","2.68","9.16","0.82","17.12","17.26","68.96","50.95","-6.15","64.37","56","31","9","27","33.33","4","21","19.05","3","82","3.66","545","988","55.16"
"","Jakub Lauko","C","ROU","18.467","42","21","10","6","31","37","160","13.12","0.5","0.24","0.14","0.74","0.88","3.81","16.95","0.4","699.83","16.66","1.8","0.86","0.51","2.66","3.17","13.72","1.45","18.68","17.71","68.58","47.45","12.51","78.67","59","16","8","28","28.57","7","26","26.92","6","106","5.66","22","38","57.89"
"","Thomas Casey","C","CHA","18.432","52","12","19","3","31","34","128","9.38","0.23","0.37","0.06","0.6","0.65","2.46","13.79","0.27","862.63","16.59","0.83","1.32","0.21","2.16","2.36","8.9","0.96","18.11","17.63","53.99","50.57","6.99","56.57","56","43","6","32","18.75","4","29","13.79","2","67","2.99","98","232","42.24"
"","Luke Henman","C","BLB","18.38","54","9","21","9","30","39","100","9.0","0.17","0.39","0.17","0.56","0.72","1.85","8.83","0.16","895.99","16.59","0.6","1.41","0.6","2.01","2.61","6.7","0.59","18.57","18.06","44.36","52.73","14.86","50.93","55","53","2","9","22.22","2","15","13.33","5","76","6.58","340","705","48.23"
"","Maxim Cajkovic","RW","SNB","17.698","49","17","13","7","30","37","166","10.24","0.35","0.27","0.14","0.61","0.76","3.39","12.04","0.25","909.86","18.57","1.12","0.86","0.46","1.98","2.44","10.95","0.79","17.96","17.81","34.44","53.26","19.07","44.17","53","67","7","16","43.75","2","18","11.11","8","132","6.06","38","89","42.7"
"","Louis-Filip Cote","LW","QUE/ROU","19.373","36","15","15","7","30","37","107","14.02","0.42","0.42","0.19","0.83","1.03","2.97","9.76","0.27","625.09","17.36","1.44","1.44","0.67","2.88","3.55","10.27","0.94","20.13","17.89","61.71","54.2","6.85","68.66","46","21","4","17","23.53","8","20","40.0","3","70","4.29","109","210","51.9"
"","Andrew Coxhead","C","QUE","18.429","55","14","16","6","30","36","132","10.61","0.25","0.29","0.11","0.55","0.65","2.4","15.28","0.28","1018.24","18.51","0.82","0.94","0.35","1.77","2.12","7.78","0.9","18.92","18.15","48.28","53.75","-0.99","45.54","51","61","6","31","19.35","3","28","10.71","5","73","6.85","566","1038","54.53"
"","Pavel Koltygin","LW","DRU","19.576","51","20","10","5","30","35","107","18.69","0.39","0.2","0.1","0.59","0.69","2.1","11.94","0.23","760.13","14.9","1.58","0.79","0.39","2.37","2.76","8.45","0.94","17.4","17.19","65.23","46.95","2.79","67.37","64","31","5","19","26.32","5","17","29.41","10","71","14.08","138","255","54.12"
"","Justin Ducharme","LW","CHI","18.563","56","24","6","3","30","33","134","17.91","0.43","0.11","0.05","0.54","0.59","2.39","14.67","0.26","1007.94","18.0","1.43","0.36","0.18","1.79","1.96","7.98","0.87","17.76","18.05","50.38","53.63","0.0","50.0","54","54","11","28","39.29","6","24","25.0","7","82","8.54","45","86","52.33"
"","Derek Gentile","RW","CHA/CAP","19.436","54","11","18","19","29","48","152","7.24","0.2","0.33","0.35","0.54","0.89","2.81","18.66","0.35","976.69","18.09","0.68","1.11","1.17","1.78","2.95","9.34","1.15","19.09","18.02","56.18","50.08","11.31","60.87","70","45","4","30","13.33","1","26","3.85","6","96","6.25","133","299","44.48"
"","Jeffrey Durocher","LW","RIM/GAT","19.672","52","14","15","12","29","41","83","16.87","0.27","0.29","0.23","0.56","0.79","1.6","11.15","0.21","881.69","16.96","0.95","1.02","0.82","1.97","2.79","5.65","0.76","19.29","17.86","55.34","49.78","15.08","64.15","68","38","4","20","20.0","4","18","22.22","6","45","13.33","221","449","49.22"
"","Hendrix Lapierre","C","CHI","16.597","41","10","19","11","29","40","82","12.2","0.24","0.46","0.27","0.71","0.98","2.0","6.49","0.16","674.12","16.44","0.89","1.69","0.98","2.58","3.56","7.3","0.58","18.07","17.51","54.52","50.45","23.73","66.67","48","24","0","6","0.0","2","15","13.33","8","61","13.11","100","229","43.67"
"","Shawn Boudrias","RW","CAP/GAT","19.004","49","19","10","11","29","40","166","11.45","0.39","0.2","0.22","0.59","0.82","3.39","19.25","0.39","934.3","19.07","1.22","0.64","0.71","1.86","2.57","10.66","1.24","19.53","17.68","53.5","50.43","23.68","65.35","66","35","6","25","24.0","5","30","16.67","8","111","7.21","30","68","44.12"
"","Hunter Drew","D","CHA","19.902","49","13","16","11","29","40","189","6.88","0.27","0.33","0.22","0.59","0.82","3.86","9.13","0.19","1194.69","24.38","0.65","0.8","0.55","1.46","2.01","9.49","0.46","17.08","18.04","54.61","49.66","-1.92","52.63","70","63","1","5","20.0","2","9","22.22","10","175","5.71","0","0","0.0"
"","Maxim Trepanier","LW","HAL/GAT","19.338","35","18","11","8","29","37","97","18.56","0.51","0.31","0.23","0.83","1.06","2.77","13.48","0.39","627.94","17.94","1.72","1.05","0.76","2.77","3.54","9.27","1.29","19.82","17.62","55.93","50.34","22.55","68.0","51","24","7","18","38.89","5","19","26.32","6","60","10.0","38","58","65.52"
"","Jesse Sutton","LW","BAT/CHI","20.469","54","16","13","7","29","36","110","14.55","0.3","0.24","0.13","0.54","0.67","2.04","18.04","0.33","913.4","16.91","1.05","0.85","0.46","1.9","2.36","7.23","1.19","17.37","17.96","46.52","53.62","16.43","51.89","55","51","7","36","19.44","5","23","21.74","4","51","7.84","192","361","53.19"
"","Olivier Mathieu","LW","QUE/VIC","18.555","54","19","10","6","29","35","105","18.1","0.35","0.19","0.11","0.54","0.65","1.94","12.07","0.22","844.8","15.64","1.35","0.71","0.43","2.06","2.49","7.46","0.86","18.63","17.57","47.26","50.89","5.74","53.09","43","38","8","22","36.36","9","31","29.03","2","52","3.85","6","11","54.55"
"","Tyler Hinam","LW","ROU","19.305","56","15","14","5","29","34","143","10.49","0.27","0.25","0.09","0.52","0.61","2.55","13.41","0.24","759.84","13.57","1.18","1.11","0.39","2.29","2.68","11.29","1.06","17.04","17.07","67.43","49.58","4.62","71.88","46","18","7","15","46.67","4","21","19.05","4","107","3.74","2","5","40.0"
"","Carson MacKinnon","LW","RIM","19.122","57","15","13","13","28","41","94","15.96","0.26","0.23","0.23","0.49","0.72","1.65","8.49","0.15","924.81","16.22","0.97","0.84","0.84","1.82","2.66","6.1","0.55","18.58","17.83","64.2","50.59","-5.91","57.8","63","46","6","16","37.5","7","25","28.0","2","53","3.77","110","225","48.89"
"","Cedric Pare","C","RIM","19.642","57","13","15","12","28","40","119","10.92","0.23","0.26","0.21","0.49","0.7","2.09","13.79","0.24","828.44","14.53","0.94","1.09","0.87","2.03","2.9","8.62","1.0","17.32","17.41","61.64","49.24","4.56","65.43","53","28","6","26","23.08","1","20","5.0","6","73","8.22","471","787","59.85"
"","Robert Dow","RW","SHE","19.861","50","19","9","9","28","37","128","14.84","0.38","0.18","0.18","0.56","0.74","2.56","15.24","0.3","852.98","17.06","1.34","0.63","0.63","1.97","2.6","9.0","1.07","17.69","17.75","52.81","50.8","0.61","52.29","57","52","6","23","26.09","5","29","17.24","8","76","10.53","5","30","16.67"
