,Stat 1,Stat 2,Stat 3,Stat 4,Cluster,Slope,R-Squared
820,G,A1,Sh/GP,LD Sh%,0,-0.386,0.541
821,G,A1,Sh/GP,LD Sh%,1,-0.386,0.541
822,G,A1,Sh/GP,LD Sh%,2,-0.386,0.541
823,G,A1,Sh/GP,LD Sh%,3,-0.386,0.541
588,G,A1,A2/GP,P1/GP,0,-0.425,0.536
589,G,A1,A2/GP,P1/GP,1,-0.425,0.536
590,G,A1,A2/GP,P1/GP,2,-0.425,0.536
591,G,A1,A2/GP,P1/GP,3,-0.425,0.536
928,G,A1,xG/GP,FOT,0,-0.463,0.523
929,G,A1,xG/GP,FOT,1,-0.463,0.523
930,G,A1,xG/GP,FOT,2,-0.463,0.523
931,G,A1,xG/GP,FOT,3,-0.463,0.523
964,G,A1,HD G,LD Sh%,0,-0.395,0.521
965,G,A1,HD G,LD Sh%,1,-0.395,0.521
966,G,A1,HD G,LD Sh%,2,-0.395,0.521
967,G,A1,HD G,LD Sh%,3,-0.395,0.521
1004,G,A1,HD Sh,LD Sh%,0,-0.395,0.521
1005,G,A1,HD Sh,LD Sh%,1,-0.395,0.521
1006,G,A1,HD Sh,LD Sh%,2,-0.395,0.521
1007,G,A1,HD Sh,LD Sh%,3,-0.395,0.521
1072,G,A1,MD G,LD Sh%,0,-0.395,0.521
1073,G,A1,MD G,LD Sh%,1,-0.395,0.521
1074,G,A1,MD G,LD Sh%,2,-0.395,0.521
1075,G,A1,MD G,LD Sh%,3,-0.395,0.521
1100,G,A1,MD Sh,LD Sh%,0,-0.395,0.521
1101,G,A1,MD Sh,LD Sh%,1,-0.395,0.521
1102,G,A1,MD Sh,LD Sh%,2,-0.395,0.521
1103,G,A1,MD Sh,LD Sh%,3,-0.395,0.521
1144,G,A1,LD G,LD Sh%,0,-0.395,0.521
1145,G,A1,LD G,LD Sh%,1,-0.395,0.521
1146,G,A1,LD G,LD Sh%,2,-0.395,0.521
1147,G,A1,LD G,LD Sh%,3,-0.395,0.521
1160,G,A1,LD Sh,LD Sh%,0,-0.395,0.521
1161,G,A1,LD Sh,LD Sh%,1,-0.395,0.521
1162,G,A1,LD Sh,LD Sh%,2,-0.395,0.521
1163,G,A1,LD Sh,LD Sh%,3,-0.395,0.521
716,G,A1,P1/GP,FOW%,0,-0.477,0.506
717,G,A1,P1/GP,FOW%,1,-0.477,0.506
718,G,A1,P1/GP,FOW%,2,-0.477,0.506
719,G,A1,P1/GP,FOW%,3,-0.477,0.506
824,G,A1,Sh/GP,FOW,0,-0.413,0.504
825,G,A1,Sh/GP,FOW,1,-0.413,0.504
826,G,A1,Sh/GP,FOW,2,-0.413,0.504
827,G,A1,Sh/GP,FOW,3,-0.413,0.504
260,G,A1,P,LD Sh%,0,-0.398,0.5
261,G,A1,P,LD Sh%,1,-0.398,0.5
262,G,A1,P,LD Sh%,2,-0.398,0.5
263,G,A1,P,LD Sh%,3,-0.398,0.5
704,G,A1,P1/GP,LD Sh%,0,-0.393,0.494
705,G,A1,P1/GP,LD Sh%,1,-0.393,0.494
706,G,A1,P1/GP,LD Sh%,2,-0.393,0.494
707,G,A1,P1/GP,LD Sh%,3,-0.393,0.494
768,G,A1,P/GP,FOW,0,-0.414,0.491
769,G,A1,P/GP,FOW,1,-0.414,0.491
770,G,A1,P/GP,FOW,2,-0.414,0.491
771,G,A1,P/GP,FOW,3,-0.414,0.491
772,G,A1,P/GP,FOT,0,-0.414,0.491
773,G,A1,P/GP,FOT,1,-0.414,0.491
774,G,A1,P/GP,FOT,2,-0.414,0.491
775,G,A1,P/GP,FOT,3,-0.414,0.491
592,G,A1,A2/GP,P/GP,0,-0.406,0.49
593,G,A1,A2/GP,P/GP,1,-0.406,0.49
594,G,A1,A2/GP,P/GP,2,-0.406,0.49
595,G,A1,A2/GP,P/GP,3,-0.406,0.49
616,G,A1,A2/GP,HD Sh%,0,0.464,0.487
617,G,A1,A2/GP,HD Sh%,1,0.464,0.487
618,G,A1,A2/GP,HD Sh%,2,0.464,0.487
619,G,A1,A2/GP,HD Sh%,3,0.464,0.487
828,G,A1,Sh/GP,FOT,0,-0.429,0.48
829,G,A1,Sh/GP,FOT,1,-0.429,0.48
830,G,A1,Sh/GP,FOT,2,-0.429,0.48
831,G,A1,Sh/GP,FOT,3,-0.429,0.48
140,G,A1,P1,HD G,0,-0.435,0.48
141,G,A1,P1,HD G,1,-0.435,0.48
142,G,A1,P1,HD G,2,-0.435,0.48
143,G,A1,P1,HD G,3,-0.435,0.48
572,G,A1,A1/GP,LD Sh%,0,-0.387,0.479
573,G,A1,A1/GP,LD Sh%,1,-0.387,0.479
574,G,A1,A1/GP,LD Sh%,2,-0.387,0.479
575,G,A1,A1/GP,LD Sh%,3,-0.387,0.479
172,G,A1,P1,LD Sh%,0,-0.377,0.473
173,G,A1,P1,LD Sh%,1,-0.377,0.473
174,G,A1,P1,LD Sh%,2,-0.377,0.473
175,G,A1,P1,LD Sh%,3,-0.377,0.473
648,G,A1,A2/GP,FOT,0,-0.396,0.472
649,G,A1,A2/GP,FOT,1,-0.396,0.472
650,G,A1,A2/GP,FOT,2,-0.396,0.472
651,G,A1,A2/GP,FOT,3,-0.396,0.472
920,G,A1,xG/GP,LD Sh%,0,-0.358,0.471
921,G,A1,xG/GP,LD Sh%,1,-0.358,0.471
922,G,A1,xG/GP,LD Sh%,2,-0.358,0.471
923,G,A1,xG/GP,LD Sh%,3,-0.358,0.471
672,G,A1,P1/GP,HD G,0,-0.392,0.471
673,G,A1,P1/GP,HD G,1,-0.392,0.471
674,G,A1,P1/GP,HD G,2,-0.392,0.471
675,G,A1,P1/GP,HD G,3,-0.392,0.471
676,G,A1,P1/GP,HD Sh,0,-0.392,0.471
677,G,A1,P1/GP,HD Sh,1,-0.392,0.471
678,G,A1,P1/GP,HD Sh,2,-0.392,0.471
679,G,A1,P1/GP,HD Sh,3,-0.392,0.471
684,G,A1,P1/GP,MD G,0,-0.392,0.471
685,G,A1,P1/GP,MD G,1,-0.392,0.471
686,G,A1,P1/GP,MD G,2,-0.392,0.471
687,G,A1,P1/GP,MD G,3,-0.392,0.471
688,G,A1,P1/GP,MD Sh,0,-0.392,0.471
689,G,A1,P1/GP,MD Sh,1,-0.392,0.471
690,G,A1,P1/GP,MD Sh,2,-0.392,0.471
691,G,A1,P1/GP,MD Sh,3,-0.392,0.471
696,G,A1,P1/GP,LD G,0,-0.392,0.471
697,G,A1,P1/GP,LD G,1,-0.392,0.471
698,G,A1,P1/GP,LD G,2,-0.392,0.471
699,G,A1,P1/GP,LD G,3,-0.392,0.471
700,G,A1,P1/GP,LD Sh,0,-0.392,0.471
701,G,A1,P1/GP,LD Sh,1,-0.392,0.471
702,G,A1,P1/GP,LD Sh,2,-0.392,0.471
703,G,A1,P1/GP,LD Sh,3,-0.392,0.471
640,G,A1,A2/GP,LD Sh%,0,0.448,0.469
641,G,A1,A2/GP,LD Sh%,1,0.448,0.469
642,G,A1,A2/GP,LD Sh%,2,0.448,0.469
643,G,A1,A2/GP,LD Sh%,3,0.448,0.469
196,G,A1,P,G/GP,0,-0.387,0.467
197,G,A1,P,G/GP,1,-0.387,0.467
198,G,A1,P,G/GP,2,-0.387,0.467
199,G,A1,P,G/GP,3,-0.387,0.467
576,G,A1,A1/GP,FOW,0,-0.42,0.463
577,G,A1,A1/GP,FOW,1,-0.42,0.463
578,G,A1,A1/GP,FOW,2,-0.42,0.463
579,G,A1,A1/GP,FOW,3,-0.42,0.463
880,G,A1,xG,FOT,0,-0.407,0.461
881,G,A1,xG,FOT,1,-0.407,0.461
882,G,A1,xG,FOT,2,-0.407,0.461
883,G,A1,xG,FOT,3,-0.407,0.461
48,G,A1,A2,HD G,0,-0.42,0.461
49,G,A1,A2,HD G,1,-0.42,0.461
50,G,A1,A2,HD G,2,-0.42,0.461
51,G,A1,A2,HD G,3,-0.42,0.461
224,G,A1,P,xG/GP,0,-0.407,0.46
225,G,A1,P,xG/GP,1,-0.407,0.46
226,G,A1,P,xG/GP,2,-0.407,0.46
227,G,A1,P,xG/GP,3,-0.407,0.46
20,G,A1,A2,A1/GP,0,-0.399,0.459
21,G,A1,A2,A1/GP,1,-0.399,0.459
22,G,A1,A2,A1/GP,2,-0.399,0.459
23,G,A1,A2,A1/GP,3,-0.399,0.459
32,G,A1,A2,P/GP,0,-0.419,0.455
33,G,A1,A2,P/GP,1,-0.419,0.455
34,G,A1,A2,P/GP,2,-0.419,0.455
35,G,A1,A2,P/GP,3,-0.419,0.455
604,G,A1,A2/GP,xG/GP,0,-0.405,0.452
605,G,A1,A2/GP,xG/GP,1,-0.405,0.452
606,G,A1,A2/GP,xG/GP,2,-0.405,0.452
607,G,A1,A2/GP,xG/GP,3,-0.405,0.452
536,G,A1,A1/GP,xG/GP,0,-0.369,0.451
537,G,A1,A1/GP,xG/GP,1,-0.369,0.451
538,G,A1,A1/GP,xG/GP,2,-0.369,0.451
539,G,A1,A1/GP,xG/GP,3,-0.369,0.451
0,G,A1,A2,P1,0,-0.411,0.45
1,G,A1,A2,P1,1,-0.411,0.45
2,G,A1,A2,P1,2,-0.411,0.45
3,G,A1,A2,P1,3,-0.411,0.45
644,G,A1,A2/GP,FOW,0,0.718,0.449
645,G,A1,A2/GP,FOW,1,0.718,0.449
646,G,A1,A2/GP,FOW,2,0.718,0.449
647,G,A1,A2/GP,FOW,3,0.718,0.449
228,G,A1,P,HD G,0,-0.38,0.449
229,G,A1,P,HD G,1,-0.38,0.449
230,G,A1,P,HD G,2,-0.38,0.449
231,G,A1,P,HD G,3,-0.38,0.449
4,G,A1,A2,P,0,-0.396,0.446
5,G,A1,A2,P,1,-0.396,0.446
6,G,A1,A2,P,2,-0.396,0.446
7,G,A1,A2,P,3,-0.396,0.446
524,G,A1,A1/GP,P/GP,0,-0.369,0.445
525,G,A1,A1/GP,P/GP,1,-0.369,0.445
526,G,A1,A1/GP,P/GP,2,-0.369,0.445
527,G,A1,A1/GP,P/GP,3,-0.369,0.445
84,G,A1,A2,FOW,0,-0.403,0.445
85,G,A1,A2,FOW,1,-0.403,0.445
86,G,A1,A2,FOW,2,-0.403,0.445
87,G,A1,A2,FOW,3,-0.403,0.445
136,G,A1,P1,xG/GP,0,-0.397,0.442
137,G,A1,P1,xG/GP,1,-0.397,0.442
138,G,A1,P1,xG/GP,2,-0.397,0.442
139,G,A1,P1,xG/GP,3,-0.397,0.442
664,G,A1,P1/GP,xG,0,-0.397,0.442
665,G,A1,P1/GP,xG,1,-0.397,0.442
666,G,A1,P1/GP,xG,2,-0.397,0.442
667,G,A1,P1/GP,xG,3,-0.397,0.442
120,G,A1,P1,P1/GP,0,-0.408,0.442
121,G,A1,P1,P1/GP,1,-0.408,0.442
122,G,A1,P1,P1/GP,2,-0.408,0.442
123,G,A1,P1,P1/GP,3,-0.408,0.442
532,G,A1,A1/GP,xG,0,-0.426,0.439
533,G,A1,A1/GP,xG,1,-0.426,0.439
534,G,A1,A1/GP,xG,2,-0.426,0.439
535,G,A1,A1/GP,xG,3,-0.426,0.439
232,G,A1,P,HD Sh,0,-0.361,0.438
233,G,A1,P,HD Sh,1,-0.361,0.438
234,G,A1,P,HD Sh,2,-0.361,0.438
235,G,A1,P,HD Sh,3,-0.361,0.438
240,G,A1,P,MD G,0,-0.361,0.438
241,G,A1,P,MD G,1,-0.361,0.438
242,G,A1,P,MD G,2,-0.361,0.438
243,G,A1,P,MD G,3,-0.361,0.438
584,G,A1,A1/GP,FOW%,0,-0.384,0.436
585,G,A1,A1/GP,FOW%,1,-0.384,0.436
586,G,A1,A1/GP,FOW%,2,-0.384,0.436
587,G,A1,A1/GP,FOW%,3,-0.384,0.436
436,G,A1,Sh%,FOW%,0,-0.344,0.435
437,G,A1,Sh%,FOW%,1,-0.344,0.435
438,G,A1,Sh%,FOW%,2,-0.344,0.435
439,G,A1,Sh%,FOW%,3,-0.344,0.435
52,G,A1,A2,HD Sh,0,-0.382,0.433
53,G,A1,A2,HD Sh,1,-0.382,0.433
54,G,A1,A2,HD Sh,2,-0.382,0.433
55,G,A1,A2,HD Sh,3,-0.382,0.433
264,G,A1,P,FOW,0,-0.384,0.433
265,G,A1,P,FOW,1,-0.384,0.433
266,G,A1,P,FOW,2,-0.384,0.433
267,G,A1,P,FOW,3,-0.384,0.433
268,G,A1,P,FOT,0,-0.384,0.433
269,G,A1,P,FOT,1,-0.384,0.433
270,G,A1,P,FOT,2,-0.384,0.433
271,G,A1,P,FOT,3,-0.384,0.433
1192,G,A1,FOW,FOW%,0,-0.464,0.433
1193,G,A1,FOW,FOW%,1,-0.464,0.433
1194,G,A1,FOW,FOW%,2,-0.464,0.433
1195,G,A1,FOW,FOW%,3,-0.464,0.433
252,G,A1,P,LD G,0,-0.387,0.428
253,G,A1,P,LD G,1,-0.387,0.428
254,G,A1,P,LD G,2,-0.387,0.428
255,G,A1,P,LD G,3,-0.387,0.428
60,G,A1,A2,MD G,0,-0.395,0.427
61,G,A1,A2,MD G,1,-0.395,0.427
62,G,A1,A2,MD G,2,-0.395,0.427
63,G,A1,A2,MD G,3,-0.395,0.427
256,G,A1,P,LD Sh,0,-0.373,0.425
257,G,A1,P,LD Sh,1,-0.373,0.425
258,G,A1,P,LD Sh,2,-0.373,0.425
259,G,A1,P,LD Sh,3,-0.373,0.425
312,G,A1,Sh,HD G,0,-0.375,0.425
313,G,A1,Sh,HD G,1,-0.375,0.425
314,G,A1,Sh,HD G,2,-0.375,0.425
315,G,A1,Sh,HD G,3,-0.375,0.425
124,G,A1,P1,P/GP,0,-0.398,0.425
125,G,A1,P1,P/GP,1,-0.398,0.425
126,G,A1,P1,P/GP,2,-0.398,0.425
127,G,A1,P1,P/GP,3,-0.398,0.425
888,G,A1,xG/GP,HD G,0,-0.4,0.421
889,G,A1,xG/GP,HD G,1,-0.4,0.421
890,G,A1,xG/GP,HD G,2,-0.4,0.421
891,G,A1,xG/GP,HD G,3,-0.4,0.421
892,G,A1,xG/GP,HD Sh,0,-0.4,0.421
893,G,A1,xG/GP,HD Sh,1,-0.4,0.421
894,G,A1,xG/GP,HD Sh,2,-0.4,0.421
895,G,A1,xG/GP,HD Sh,3,-0.4,0.421
900,G,A1,xG/GP,MD G,0,-0.4,0.421
901,G,A1,xG/GP,MD G,1,-0.4,0.421
902,G,A1,xG/GP,MD G,2,-0.4,0.421
903,G,A1,xG/GP,MD G,3,-0.4,0.421
904,G,A1,xG/GP,MD Sh,0,-0.4,0.421
905,G,A1,xG/GP,MD Sh,1,-0.4,0.421
906,G,A1,xG/GP,MD Sh,2,-0.4,0.421
907,G,A1,xG/GP,MD Sh,3,-0.4,0.421
912,G,A1,xG/GP,LD G,0,-0.4,0.421
913,G,A1,xG/GP,LD G,1,-0.4,0.421
914,G,A1,xG/GP,LD G,2,-0.4,0.421
915,G,A1,xG/GP,LD G,3,-0.4,0.421
916,G,A1,xG/GP,LD Sh,0,-0.4,0.421
917,G,A1,xG/GP,LD Sh,1,-0.4,0.421
918,G,A1,xG/GP,LD Sh,2,-0.4,0.421
919,G,A1,xG/GP,LD Sh,3,-0.4,0.421
316,G,A1,Sh,HD Sh,0,-0.359,0.42
317,G,A1,Sh,HD Sh,1,-0.359,0.42
318,G,A1,Sh,HD Sh,2,-0.359,0.42
319,G,A1,Sh,HD Sh,3,-0.359,0.42
324,G,A1,Sh,MD G,0,-0.359,0.42
325,G,A1,Sh,MD G,1,-0.359,0.42
326,G,A1,Sh,MD G,2,-0.359,0.42
327,G,A1,Sh,MD G,3,-0.359,0.42
132,G,A1,P1,xG,0,-0.376,0.414
133,G,A1,P1,xG,1,-0.376,0.414
134,G,A1,P1,xG,2,-0.376,0.414
135,G,A1,P1,xG,3,-0.376,0.414
72,G,A1,A2,LD G,0,-0.39,0.414
73,G,A1,A2,LD G,1,-0.39,0.414
74,G,A1,A2,LD G,2,-0.39,0.414
75,G,A1,A2,LD G,3,-0.39,0.414
376,G,A1,Sh%,P/GP,0,-0.336,0.413
377,G,A1,Sh%,P/GP,1,-0.336,0.413
378,G,A1,Sh%,P/GP,2,-0.336,0.413
379,G,A1,Sh%,P/GP,3,-0.336,0.413
144,G,A1,P1,HD Sh,0,-0.377,0.407
145,G,A1,P1,HD Sh,1,-0.377,0.407
146,G,A1,P1,HD Sh,2,-0.377,0.407
147,G,A1,P1,HD Sh,3,-0.377,0.407
212,G,A1,P,P/GP,0,-0.361,0.406
213,G,A1,P,P/GP,1,-0.361,0.406
214,G,A1,P,P/GP,2,-0.361,0.406
215,G,A1,P,P/GP,3,-0.361,0.406
580,G,A1,A1/GP,FOT,0,-0.432,0.405
581,G,A1,A1/GP,FOT,1,-0.432,0.405
582,G,A1,A1/GP,FOT,2,-0.432,0.405
583,G,A1,A1/GP,FOT,3,-0.432,0.405
340,G,A1,Sh,LD Sh,0,-0.367,0.403
341,G,A1,Sh,LD Sh,1,-0.367,0.403
342,G,A1,Sh,LD Sh,2,-0.367,0.403
343,G,A1,Sh,LD Sh,3,-0.367,0.403
596,G,A1,A2/GP,Sh/GP,0,-0.435,0.403
597,G,A1,A2/GP,Sh/GP,1,-0.435,0.403
598,G,A1,A2/GP,Sh/GP,2,-0.435,0.403
599,G,A1,A2/GP,Sh/GP,3,-0.435,0.403
336,G,A1,Sh,LD G,0,-0.377,0.401
337,G,A1,Sh,LD G,1,-0.377,0.401
338,G,A1,Sh,LD G,2,-0.377,0.401
339,G,A1,Sh,LD G,3,-0.377,0.401
152,G,A1,P1,MD G,0,-0.364,0.398
153,G,A1,P1,MD G,1,-0.364,0.398
154,G,A1,P1,MD G,2,-0.364,0.398
155,G,A1,P1,MD G,3,-0.364,0.398
840,G,A1,xG,HD G,0,-0.38,0.395
841,G,A1,xG,HD G,1,-0.38,0.395
842,G,A1,xG,HD G,2,-0.38,0.395
843,G,A1,xG,HD G,3,-0.38,0.395
844,G,A1,xG,HD Sh,0,-0.38,0.395
845,G,A1,xG,HD Sh,1,-0.38,0.395
846,G,A1,xG,HD Sh,2,-0.38,0.395
847,G,A1,xG,HD Sh,3,-0.38,0.395
852,G,A1,xG,MD G,0,-0.38,0.395
853,G,A1,xG,MD G,1,-0.38,0.395
854,G,A1,xG,MD G,2,-0.38,0.395
855,G,A1,xG,MD G,3,-0.38,0.395
856,G,A1,xG,MD Sh,0,-0.38,0.395
857,G,A1,xG,MD Sh,1,-0.38,0.395
858,G,A1,xG,MD Sh,2,-0.38,0.395
859,G,A1,xG,MD Sh,3,-0.38,0.395
864,G,A1,xG,LD G,0,-0.38,0.395
865,G,A1,xG,LD G,1,-0.38,0.395
866,G,A1,xG,LD G,2,-0.38,0.395
867,G,A1,xG,LD G,3,-0.38,0.395
868,G,A1,xG,LD Sh,0,-0.38,0.395
869,G,A1,xG,LD Sh,1,-0.38,0.395
870,G,A1,xG,LD Sh,2,-0.38,0.395
871,G,A1,xG,LD Sh,3,-0.38,0.395
428,G,A1,Sh%,FOW,0,-0.314,0.391
429,G,A1,Sh%,FOW,1,-0.314,0.391
430,G,A1,Sh%,FOW,2,-0.314,0.391
431,G,A1,Sh%,FOW,3,-0.314,0.391
836,G,A1,xG,xG/GP,0,-0.357,0.391
837,G,A1,xG,xG/GP,1,-0.357,0.391
838,G,A1,xG,xG/GP,2,-0.357,0.391
839,G,A1,xG,xG/GP,3,-0.357,0.391
404,G,A1,Sh%,MD G,0,-0.299,0.39
405,G,A1,Sh%,MD G,1,-0.299,0.39
406,G,A1,Sh%,MD G,2,-0.299,0.39
407,G,A1,Sh%,MD G,3,-0.299,0.39
208,G,A1,P,P1/GP,0,-0.345,0.389
209,G,A1,P,P1/GP,1,-0.345,0.389
210,G,A1,P,P1/GP,2,-0.345,0.389
211,G,A1,P,P1/GP,3,-0.345,0.389
732,G,A1,P/GP,HD G,0,-0.345,0.389
733,G,A1,P/GP,HD G,1,-0.345,0.389
734,G,A1,P/GP,HD G,2,-0.345,0.389
735,G,A1,P/GP,HD G,3,-0.345,0.389
736,G,A1,P/GP,HD Sh,0,-0.345,0.389
737,G,A1,P/GP,HD Sh,1,-0.345,0.389
738,G,A1,P/GP,HD Sh,2,-0.345,0.389
739,G,A1,P/GP,HD Sh,3,-0.345,0.389
744,G,A1,P/GP,MD G,0,-0.345,0.389
745,G,A1,P/GP,MD G,1,-0.345,0.389
746,G,A1,P/GP,MD G,2,-0.345,0.389
747,G,A1,P/GP,MD G,3,-0.345,0.389
748,G,A1,P/GP,MD Sh,0,-0.345,0.389
749,G,A1,P/GP,MD Sh,1,-0.345,0.389
750,G,A1,P/GP,MD Sh,2,-0.345,0.389
751,G,A1,P/GP,MD Sh,3,-0.345,0.389
756,G,A1,P/GP,LD G,0,-0.345,0.389
757,G,A1,P/GP,LD G,1,-0.345,0.389
758,G,A1,P/GP,LD G,2,-0.345,0.389
759,G,A1,P/GP,LD G,3,-0.345,0.389
760,G,A1,P/GP,LD Sh,0,-0.345,0.389
761,G,A1,P/GP,LD Sh,1,-0.345,0.389
762,G,A1,P/GP,LD Sh,2,-0.345,0.389
763,G,A1,P/GP,LD Sh,3,-0.345,0.389
96,G,A1,P1,P,0,-0.387,0.385
97,G,A1,P1,P,1,-0.387,0.385
98,G,A1,P1,P,2,-0.387,0.385
99,G,A1,P1,P,3,-0.387,0.385
548,G,A1,A1/GP,HD Sh%,0,-0.408,0.384
549,G,A1,A1/GP,HD Sh%,1,-0.408,0.384
550,G,A1,A1/GP,HD Sh%,2,-0.408,0.384
551,G,A1,A1/GP,HD Sh%,3,-0.408,0.384
180,G,A1,P1,FOT,0,-0.352,0.382
181,G,A1,P1,FOT,1,-0.352,0.382
182,G,A1,P1,FOT,2,-0.352,0.382
183,G,A1,P1,FOT,3,-0.352,0.382
76,G,A1,A2,LD Sh,0,-0.38,0.381
77,G,A1,A2,LD Sh,1,-0.38,0.381
78,G,A1,A2,LD Sh,2,-0.38,0.381
79,G,A1,A2,LD Sh,3,-0.38,0.381
464,G,A1,G/GP,xG/GP,0,-0.368,0.38
465,G,A1,G/GP,xG/GP,1,-0.368,0.38
466,G,A1,G/GP,xG/GP,2,-0.368,0.38
467,G,A1,G/GP,xG/GP,3,-0.368,0.38
164,G,A1,P1,LD G,0,-0.385,0.38
165,G,A1,P1,LD G,1,-0.385,0.38
166,G,A1,P1,LD G,2,-0.385,0.38
167,G,A1,P1,LD G,3,-0.385,0.38
380,G,A1,Sh%,Sh/GP,0,-0.347,0.378
381,G,A1,Sh%,Sh/GP,1,-0.347,0.378
382,G,A1,Sh%,Sh/GP,2,-0.347,0.378
383,G,A1,Sh%,Sh/GP,3,-0.347,0.378
420,G,A1,Sh%,LD Sh,0,-0.306,0.377
421,G,A1,Sh%,LD Sh,1,-0.306,0.377
422,G,A1,Sh%,LD Sh,2,-0.306,0.377
423,G,A1,Sh%,LD Sh,3,-0.306,0.377
192,G,A1,P,Sh%,0,-0.32,0.377
193,G,A1,P,Sh%,1,-0.32,0.377
194,G,A1,P,Sh%,2,-0.32,0.377
195,G,A1,P,Sh%,3,-0.32,0.377
64,G,A1,A2,MD Sh,0,-0.387,0.375
65,G,A1,A2,MD Sh,1,-0.387,0.375
66,G,A1,A2,MD Sh,2,-0.387,0.375
67,G,A1,A2,MD Sh,3,-0.387,0.375
352,G,A1,Sh,FOT,0,-0.37,0.374
353,G,A1,Sh,FOT,1,-0.37,0.374
354,G,A1,Sh,FOT,2,-0.37,0.374
355,G,A1,Sh,FOT,3,-0.37,0.374
364,G,A1,Sh%,A1/GP,0,-0.305,0.357
365,G,A1,Sh%,A1/GP,1,-0.305,0.357
366,G,A1,Sh%,A1/GP,2,-0.305,0.357
367,G,A1,Sh%,A1/GP,3,-0.305,0.357
280,G,A1,Sh,G/GP,0,-0.402,0.357
281,G,A1,Sh,G/GP,1,-0.402,0.357
282,G,A1,Sh,G/GP,2,-0.402,0.357
283,G,A1,Sh,G/GP,3,-0.402,0.357
504,G,A1,G/GP,FOW,0,-0.362,0.35
505,G,A1,G/GP,FOW,1,-0.362,0.35
506,G,A1,G/GP,FOW,2,-0.362,0.35
507,G,A1,G/GP,FOW,3,-0.362,0.35
296,G,A1,Sh,P/GP,0,-0.366,0.343
297,G,A1,Sh,P/GP,1,-0.366,0.343
298,G,A1,Sh,P/GP,2,-0.366,0.343
299,G,A1,Sh,P/GP,3,-0.366,0.343
388,G,A1,Sh%,xG/GP,0,-0.342,0.341
389,G,A1,Sh%,xG/GP,1,-0.342,0.341
390,G,A1,Sh%,xG/GP,2,-0.342,0.341
391,G,A1,Sh%,xG/GP,3,-0.342,0.341
396,G,A1,Sh%,HD Sh,0,-0.288,0.34
397,G,A1,Sh%,HD Sh,1,-0.288,0.34
398,G,A1,Sh%,HD Sh,2,-0.288,0.34
399,G,A1,Sh%,HD Sh,3,-0.288,0.34
156,G,A1,P1,MD Sh,0,-0.363,0.34
157,G,A1,P1,MD Sh,1,-0.363,0.34
158,G,A1,P1,MD Sh,2,-0.363,0.34
159,G,A1,P1,MD Sh,3,-0.363,0.34
104,G,A1,P1,Sh%,0,-0.295,0.333
105,G,A1,P1,Sh%,1,-0.295,0.333
106,G,A1,P1,Sh%,2,-0.295,0.333
107,G,A1,P1,Sh%,3,-0.295,0.333
128,G,A1,P1,Sh/GP,0,-0.36,0.333
129,G,A1,P1,Sh/GP,1,-0.36,0.333
130,G,A1,P1,Sh/GP,2,-0.36,0.333
131,G,A1,P1,Sh/GP,3,-0.36,0.333
